date, FAO_util, CAO_util, FTC_util, CTF_util, STC_util, pct_FAO_util, pct_CAO_util, pct_FTC_util, pct_CTF_util, pct_STC_util, util_count, FAO_util_vuln, CAO_util_vuln, FTC_util_vuln, CTF_util_vuln, STC_util_vuln, pct_FAO_util_vuln, pct_CAO_util_vuln, pct_FTC_util_vuln, pct_CTF_util_vuln, pct_STC_util_vuln, util_vuln_count, FAO_util_non_vuln, CAO_util_non_vuln, FTC_util_non_vuln, CTF_util_non_vuln, STC_util_non_vuln, pct_FAO_util_non_vuln, pct_CAO_util_non_vuln, pct_FTC_util_non_vuln, pct_CTF_util_non_vuln, pct_STC_util_non_vuln, util_count_non_vuln, FAO_non_util, CAO_non_util, FTC_non_util, CTF_non_util, STC_non_util, pct_FAO_non_util, pct_CAO_non_util, pct_FTC_non_util, pct_CTF_non_util, pct_STC_non_util, non_util_count, FAO_non_util_vuln, CAO_non_util_vuln, FTC_non_util_vuln, CTF_non_util_vuln, STC_non_util_vuln, pct_FAO_non_util_vuln, pct_CAO_non_util_vuln, pct_FTC_non_util_vuln, pct_CTF_non_util_vuln, pct_STC_non_util_vuln, _non_util_vuln_count, FAO_non_util_non_vuln, CAO_non_util_non_vuln, FTC_non_util_non_vuln, CTF_non_util_non_vuln, STC_non_util_non_vuln, pct_FAO_non_util_non_vuln, pct_CAO_non_util_non_vuln, pct_FTC_non_util_non_vuln, pct_CTF_non_util_non_vuln, pct_STC_non_util_non_vuln, _non_util_non_vuln_count
2005-07-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2005-08-12,2,3,1,4,31,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.0975609756097561,0.7560975609756098,41,0,0,0,0,0,0,0,0,0,0,0,2,3,1,4,31,0.04878048780487805,0.07317073170731707,0.024390243902439025,0.0975609756097561,0.7560975609756098,41,69,23,15,13,349,0.14712153518123666,0.04904051172707889,0.031982942430703626,0.02771855010660981,0.744136460554371,469,0,0,0,0,0,0,0,0,0,0,0,69,23,15,13,349,0.0042643923240938165,0.006396588486140725,0.0021321961620469083,0.008528784648187633,0.06609808102345416,469
2005-09-11,2,4,1,4,31,0.047619047619047616,0.09523809523809523,0.023809523809523808,0.09523809523809523,0.7380952380952381,42,0,0,0,0,0,0,0,0,0,0,0,2,4,1,4,31,0.047619047619047616,0.09523809523809523,0.023809523809523808,0.09523809523809523,0.7380952380952381,42,77,25,17,14,355,0.15778688524590165,0.05122950819672131,0.03483606557377049,0.028688524590163935,0.7274590163934426,488,0,0,0,0,0,0,0,0,0,0,0,77,25,17,14,355,0.004098360655737705,0.00819672131147541,0.0020491803278688526,0.00819672131147541,0.06352459016393443,488
2005-10-11,2,4,1,4,38,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.08163265306122448,0.7755102040816326,49,0,0,0,0,0,0,0,0,0,0,0,2,4,1,4,38,0.04081632653061224,0.08163265306122448,0.02040816326530612,0.08163265306122448,0.7755102040816326,49,91,26,21,14,366,0.17567567567567569,0.05019305019305019,0.04054054054054054,0.02702702702702703,0.7065637065637066,518,0,0,0,0,0,0,0,0,0,0,0,91,26,21,14,366,0.003861003861003861,0.007722007722007722,0.0019305019305019305,0.007722007722007722,0.07335907335907337,518
2005-11-10,25,4,1,5,63,0.25510204081632654,0.04081632653061224,0.01020408163265306,0.05102040816326531,0.6428571428571429,98,0,0,0,0,0,0,0,0,0,0,0,25,4,1,5,63,0.25510204081632654,0.04081632653061224,0.01020408163265306,0.05102040816326531,0.6428571428571429,98,118,35,28,27,386,0.19865319865319866,0.058922558922558925,0.04713804713804714,0.045454545454545456,0.6498316498316499,594,0,0,0,0,0,0,0,0,0,0,0,118,35,28,27,386,0.04208754208754209,0.006734006734006734,0.0016835016835016834,0.008417508417508417,0.10606060606060606,594
2005-12-10,31,12,6,5,77,0.2366412213740458,0.0916030534351145,0.04580152671755725,0.03816793893129771,0.5877862595419847,131,0,0,0,0,0,0,0,0,0,0,0,31,12,6,5,77,0.2366412213740458,0.0916030534351145,0.04580152671755725,0.03816793893129771,0.5877862595419847,131,130,43,43,32,407,0.1984732824427481,0.06564885496183206,0.06564885496183206,0.04885496183206107,0.6213740458015267,655,0,0,0,0,0,0,0,0,0,0,0,130,43,43,32,407,0.04732824427480916,0.0183206106870229,0.00916030534351145,0.007633587786259542,0.11755725190839694,655
2006-01-09,31,14,6,5,77,0.23308270676691728,0.10526315789473684,0.045112781954887216,0.03759398496240601,0.5789473684210527,133,0,0,0,0,0,0,0,0,0,0,0,31,14,6,5,77,0.23308270676691728,0.10526315789473684,0.045112781954887216,0.03759398496240601,0.5789473684210527,133,135,45,44,32,408,0.2033132530120482,0.0677710843373494,0.06626506024096386,0.04819277108433735,0.6144578313253012,664,0,0,0,0,0,0,0,0,0,0,0,135,45,44,32,408,0.046686746987951805,0.02108433734939759,0.009036144578313253,0.007530120481927711,0.11596385542168675,664
2006-02-09,31,13,7,6,77,0.23134328358208955,0.09701492537313433,0.05223880597014925,0.04477611940298507,0.5746268656716418,134,0,0,0,0,0,0,0,0,0,0,0,31,13,7,6,77,0.23134328358208955,0.09701492537313433,0.05223880597014925,0.04477611940298507,0.5746268656716418,134,140,45,47,32,411,0.2074074074074074,0.06666666666666667,0.06962962962962962,0.047407407407407405,0.6088888888888889,675,0,0,0,0,0,0,0,0,0,0,0,140,45,47,32,411,0.045925925925925926,0.01925925925925926,0.01037037037037037,0.008888888888888889,0.11407407407407408,675
2006-03-16,31,13,7,6,77,0.23134328358208955,0.09701492537313433,0.05223880597014925,0.04477611940298507,0.5746268656716418,134,0,0,0,0,0,0,0,0,0,0,0,31,13,7,6,77,0.23134328358208955,0.09701492537313433,0.05223880597014925,0.04477611940298507,0.5746268656716418,134,143,47,51,32,413,0.20845481049562684,0.06851311953352769,0.07434402332361516,0.04664723032069971,0.6020408163265306,686,0,0,0,0,0,0,0,0,0,0,0,143,47,51,32,413,0.04518950437317784,0.018950437317784258,0.01020408163265306,0.008746355685131196,0.11224489795918367,686
2006-04-21,30,13,8,6,79,0.22058823529411764,0.09558823529411764,0.058823529411764705,0.04411764705882353,0.5808823529411765,136,0,0,0,0,0,0,0,0,0,0,0,30,13,8,6,79,0.22058823529411764,0.09558823529411764,0.058823529411764705,0.04411764705882353,0.5808823529411765,136,143,47,51,32,413,0.20845481049562684,0.06851311953352769,0.07434402332361516,0.04664723032069971,0.6020408163265306,686,0,0,0,0,0,0,0,0,0,0,0,143,47,51,32,413,0.043731778425655975,0.018950437317784258,0.011661807580174927,0.008746355685131196,0.1151603498542274,686
2006-05-21,29,10,9,6,88,0.20422535211267606,0.07042253521126761,0.06338028169014084,0.04225352112676056,0.6197183098591549,142,0,0,0,0,0,0,0,0,0,0,0,29,10,9,6,88,0.20422535211267606,0.07042253521126761,0.06338028169014084,0.04225352112676056,0.6197183098591549,142,150,42,51,68,430,0.20242914979757085,0.05668016194331984,0.06882591093117409,0.09176788124156546,0.5802968960863698,741,0,0,0,0,0,0,0,0,0,0,0,150,42,51,68,430,0.03913630229419703,0.01349527665317139,0.012145748987854251,0.008097165991902834,0.11875843454790823,741
2006-06-20,32,12,9,6,93,0.21052631578947367,0.07894736842105263,0.05921052631578947,0.039473684210526314,0.6118421052631579,152,0,0,0,0,0,0,0,0,0,0,0,32,12,9,6,93,0.21052631578947367,0.07894736842105263,0.05921052631578947,0.039473684210526314,0.6118421052631579,152,189,60,54,81,455,0.22526817640047675,0.07151370679380215,0.06436233611442194,0.09654350417163289,0.5423122765196663,839,0,0,0,0,0,0,0,0,0,0,0,189,60,54,81,455,0.03814064362336114,0.014302741358760428,0.010727056019070322,0.007151370679380214,0.11084624553039332,839
2006-07-20,34,39,11,16,111,0.16113744075829384,0.1848341232227488,0.052132701421800945,0.07582938388625593,0.5260663507109005,211,0,0,0,0,0,0,0,0,0,0,0,34,39,11,16,111,0.16113744075829384,0.1848341232227488,0.052132701421800945,0.07582938388625593,0.5260663507109005,211,236,73,60,84,485,0.2515991471215352,0.07782515991471216,0.06396588486140725,0.08955223880597014,0.5170575692963753,938,0,0,0,0,0,0,0,0,0,0,0,236,73,60,84,485,0.03624733475479744,0.04157782515991471,0.011727078891257996,0.017057569296375266,0.11833688699360341,938
2006-08-20,33,42,12,16,112,0.15348837209302327,0.19534883720930232,0.05581395348837209,0.07441860465116279,0.5209302325581395,215,0,0,0,0,0,0,0,0,0,0,0,33,42,12,16,112,0.15348837209302327,0.19534883720930232,0.05581395348837209,0.07441860465116279,0.5209302325581395,215,260,90,65,90,506,0.2571711177052423,0.08902077151335312,0.06429277942631058,0.08902077151335312,0.5004945598417408,1011,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,2,259,90,65,90,505,0.03270564915758176,0.04162537165510406,0.011892963330029732,0.015857284440039643,0.1110009910802775,1009
2006-09-21,33,42,12,16,112,0.15348837209302327,0.19534883720930232,0.05581395348837209,0.07441860465116279,0.5209302325581395,215,0,0,0,0,0,0,0,0,0,0,0,33,42,12,16,112,0.15348837209302327,0.19534883720930232,0.05581395348837209,0.07441860465116279,0.5209302325581395,215,266,92,66,90,516,0.258252427184466,0.08932038834951456,0.06407766990291262,0.08737864077669903,0.5009708737864078,1030,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,2,265,92,66,90,515,0.032101167315175094,0.04085603112840467,0.011673151750972763,0.01556420233463035,0.10894941634241245,1028
2006-10-23,37,49,12,16,115,0.1615720524017467,0.21397379912663755,0.05240174672489083,0.06986899563318777,0.5021834061135371,229,0,0,0,0,0,0,0,0,0,0,0,37,49,12,16,115,0.1615720524017467,0.21397379912663755,0.05240174672489083,0.06986899563318777,0.5021834061135371,229,289,98,71,90,516,0.2716165413533835,0.09210526315789473,0.06672932330827068,0.08458646616541353,0.4849624060150376,1064,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,2,288,98,71,90,515,0.03483992467043315,0.046139359698681735,0.011299435028248588,0.015065913370998116,0.10828625235404897,1062
2006-11-22,37,50,12,16,116,0.16017316017316016,0.21645021645021645,0.05194805194805195,0.06926406926406926,0.5021645021645021,231,0,0,0,0,0,0,0,0,0,0,0,37,50,12,16,116,0.16017316017316016,0.21645021645021645,0.05194805194805195,0.06926406926406926,0.5021645021645021,231,306,100,75,90,520,0.2804766269477543,0.09165902841429881,0.06874427131072411,0.08249312557286893,0.4766269477543538,1091,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,2,305,100,75,90,519,0.03397612488521579,0.04591368227731864,0.011019283746556474,0.014692378328741965,0.10651974288337925,1089
2006-12-22,39,50,12,16,117,0.16666666666666666,0.21367521367521367,0.05128205128205128,0.06837606837606838,0.5,234,0,0,0,0,0,0,0,0,0,0,0,39,50,12,16,117,0.16666666666666666,0.21367521367521367,0.05128205128205128,0.06837606837606838,0.5,234,308,103,76,91,521,0.2802547770700637,0.09372156505914468,0.06915377616014559,0.08280254777070063,0.4740673339399454,1099,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,2,307,103,76,91,520,0.03555150410209663,0.04557885141294439,0.010938924339106655,0.014585232452142206,0.10665451230628988,1097
2007-01-21,39,50,13,16,117,0.16595744680851063,0.2127659574468085,0.05531914893617021,0.06808510638297872,0.4978723404255319,235,0,0,0,0,0,0,0,0,0,0,0,39,50,13,16,117,0.16595744680851063,0.2127659574468085,0.05531914893617021,0.06808510638297872,0.4978723404255319,235,313,104,78,91,525,0.28172817281728174,0.09360936093609361,0.0702070207020702,0.0819081908190819,0.47254725472547254,1111,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,2,312,104,78,91,524,0.0351668169522092,0.04508566275924256,0.011722272317403066,0.014427412082957619,0.1055004508566276,1109
2007-02-20,39,50,13,16,120,0.1638655462184874,0.21008403361344538,0.0546218487394958,0.06722689075630252,0.5042016806722689,238,0,0,0,0,0,0,0,0,0,0,0,39,50,13,16,120,0.1638655462184874,0.21008403361344538,0.0546218487394958,0.06722689075630252,0.5042016806722689,238,321,108,80,92,526,0.28482697426796805,0.09582963620230701,0.0709849157054126,0.08163265306122448,0.46672582076308783,1127,1,0,0,0,1,0.5,0.0,0.0,0.0,0.5,2,320,108,80,92,525,0.034666666666666665,0.044444444444444446,0.011555555555555555,0.014222222222222223,0.10666666666666667,1125
2007-03-22,39,55,14,16,120,0.1598360655737705,0.22540983606557377,0.05737704918032787,0.06557377049180328,0.4918032786885246,244,0,0,0,0,0,0,0,0,0,0,0,39,55,14,16,120,0.1598360655737705,0.22540983606557377,0.05737704918032787,0.06557377049180328,0.4918032786885246,244,378,221,91,98,569,0.27855563743551953,0.16285924834193072,0.06705969049373618,0.07221812822402358,0.41930729550478996,1357,1,1,0,1,3,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,6,377,220,91,97,566,0.028867505551443375,0.04071058475203553,0.010362694300518135,0.011843079200592153,0.08882309400444116,1351
2007-04-21,42,107,16,23,134,0.13043478260869565,0.33229813664596275,0.049689440993788817,0.07142857142857142,0.4161490683229814,322,0,0,0,0,0,0,0,0,0,0,0,42,107,16,23,134,0.13043478260869565,0.33229813664596275,0.049689440993788817,0.07142857142857142,0.4161490683229814,322,388,225,96,101,589,0.2773409578270193,0.16082916368834882,0.06862044317369549,0.07219442458899214,0.42101501072194425,1399,1,1,0,1,3,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,6,387,224,96,100,586,0.03015075376884422,0.07681263460157932,0.01148600143575018,0.016511127063890883,0.09619526202440776,1393
2007-05-21,45,109,17,24,145,0.1323529411764706,0.3205882352941177,0.05,0.07058823529411765,0.4264705882352941,340,0,0,0,0,0,0,0,0,0,0,0,45,109,17,24,145,0.1323529411764706,0.3205882352941177,0.05,0.07058823529411765,0.4264705882352941,340,428,223,98,108,602,0.29335161069225496,0.15284441398217957,0.06716929403701165,0.07402330363262509,0.4126113776559287,1459,1,1,0,1,3,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,6,427,222,98,107,599,0.030970406056434963,0.07501720578114246,0.01169993117687543,0.016517549896765314,0.09979353062629043,1453
2007-06-20,45,109,18,24,146,0.13157894736842105,0.31871345029239767,0.05263157894736842,0.07017543859649122,0.4269005847953216,342,0,0,0,0,0,0,0,0,0,0,0,45,109,18,24,146,0.13157894736842105,0.31871345029239767,0.05263157894736842,0.07017543859649122,0.4269005847953216,342,453,226,99,108,606,0.30361930294906164,0.15147453083109919,0.06635388739946381,0.07238605898123325,0.4061662198391421,1492,1,1,0,1,3,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,6,452,225,99,107,603,0.03028263795423957,0.07335127860026917,0.012113055181695828,0.016150740242261104,0.09825033647375504,1486
2007-07-20,82,101,25,35,170,0.19854721549636803,0.24455205811138014,0.06053268765133172,0.0847457627118644,0.4116222760290557,413,0,0,0,0,0,0,0,0,0,0,0,82,101,25,35,170,0.19854721549636803,0.24455205811138014,0.06053268765133172,0.0847457627118644,0.4116222760290557,413,529,232,109,126,663,0.3188667872212176,0.1398432790837854,0.06570223025919228,0.0759493670886076,0.3996383363471971,1659,1,1,0,1,3,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,6,528,231,109,125,660,0.049606775559588624,0.06110102843315184,0.015124016938898971,0.02117362371445856,0.102843315184513,1653
2007-08-19,81,107,26,35,177,0.19014084507042253,0.2511737089201878,0.06103286384976526,0.08215962441314555,0.4154929577464789,426,0,0,0,0,0,0,0,0,0,0,0,81,107,26,35,177,0.19014084507042253,0.2511737089201878,0.06103286384976526,0.08215962441314555,0.4154929577464789,426,503,179,90,89,593,0.3459422283356259,0.12310866574965612,0.061898211829436035,0.061210453920220086,0.4078404401650619,1454,1,1,0,1,3,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.5,6,502,178,90,88,590,0.05593922651933702,0.0738950276243094,0.017955801104972375,0.024171270718232045,0.12223756906077347,1448
2007-09-19,83,112,26,35,175,0.1925754060324826,0.25986078886310904,0.060324825986078884,0.08120649651972157,0.4060324825986079,431,0,0,0,0,0,0,0,0,0,0,0,83,112,26,35,175,0.1925754060324826,0.25986078886310904,0.060324825986078884,0.08120649651972157,0.4060324825986079,431,520,150,84,80,565,0.37169406719085063,0.10721944245889921,0.06004288777698356,0.057183702644746245,0.4038598999285204,1399,3,1,1,1,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,9,517,149,83,79,562,0.05971223021582734,0.08057553956834532,0.01870503597122302,0.025179856115107913,0.12589928057553956,1390
2007-10-19,87,116,27,32,173,0.2,0.26666666666666666,0.06206896551724138,0.0735632183908046,0.39770114942528734,435,0,0,0,0,0,0,0,0,0,0,0,87,116,27,32,173,0.2,0.26666666666666666,0.06206896551724138,0.0735632183908046,0.39770114942528734,435,539,153,85,80,569,0.37798036465638146,0.10729312762973352,0.05960729312762973,0.056100981767180924,0.39901823281907434,1426,3,1,1,1,3,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.3333333333333333,9,536,152,84,79,566,0.061397318278052226,0.08186309103740297,0.019054340155257588,0.022582921665490474,0.12208892025405788,1417
2007-11-18,88,119,31,32,177,0.19686800894854586,0.2662192393736018,0.06935123042505593,0.07158836689038031,0.3959731543624161,447,16,16,12,7,30,0.19753086419753085,0.19753086419753085,0.14814814814814814,0.08641975308641975,0.37037037037037035,81,72,103,19,25,147,0.19672131147540983,0.2814207650273224,0.05191256830601093,0.06830601092896176,0.4016393442622951,366,647,151,87,84,586,0.4160771704180064,0.09710610932475884,0.05594855305466238,0.054019292604501605,0.37684887459807076,1555,5,2,5,2,5,0.2631578947368421,0.10526315789473684,0.2631578947368421,0.10526315789473684,0.2631578947368421,19,642,149,82,82,581,0.046875,0.06705729166666667,0.012369791666666666,0.016276041666666668,0.095703125,1536
2007-12-19,93,121,31,32,180,0.20350109409190373,0.2647702407002188,0.06783369803063458,0.0700218818380744,0.3938730853391685,457,16,16,12,7,31,0.1951219512195122,0.1951219512195122,0.14634146341463414,0.08536585365853659,0.3780487804878049,82,77,105,19,25,149,0.20533333333333334,0.28,0.050666666666666665,0.06666666666666667,0.3973333333333333,375,663,152,93,84,590,0.4190897597977244,0.09608091024020228,0.058786346396965866,0.05309734513274336,0.3729456384323641,1582,8,2,5,2,5,0.36363636363636365,0.09090909090909091,0.22727272727272727,0.09090909090909091,0.22727272727272727,22,655,150,88,82,585,0.04935897435897436,0.0673076923076923,0.01217948717948718,0.016025641025641024,0.0955128205128205,1560
2008-01-18,93,121,31,32,180,0.20350109409190373,0.2647702407002188,0.06783369803063458,0.0700218818380744,0.3938730853391685,457,16,16,12,7,31,0.1951219512195122,0.1951219512195122,0.14634146341463414,0.08536585365853659,0.3780487804878049,82,77,105,19,25,149,0.20533333333333334,0.28,0.050666666666666665,0.06666666666666667,0.3973333333333333,375,666,152,93,83,590,0.42045454545454547,0.09595959595959595,0.058712121212121215,0.052398989898989896,0.37247474747474746,1584,8,2,5,2,5,0.36363636363636365,0.09090909090909091,0.22727272727272727,0.09090909090909091,0.22727272727272727,22,658,150,88,81,585,0.04929577464788732,0.06722151088348272,0.012163892445582587,0.016005121638924456,0.09539052496798976,1562
2008-02-18,93,122,31,33,180,0.20261437908496732,0.2657952069716776,0.06753812636165578,0.0718954248366013,0.39215686274509803,459,16,16,12,8,31,0.1927710843373494,0.1927710843373494,0.14457831325301204,0.0963855421686747,0.37349397590361444,83,77,106,19,25,149,0.2047872340425532,0.28191489361702127,0.05053191489361702,0.06648936170212766,0.3962765957446808,376,672,153,95,83,590,0.4218455743879473,0.096045197740113,0.05963590709353421,0.052102950408035156,0.37037037037037035,1593,8,2,5,2,5,0.36363636363636365,0.09090909090909091,0.22727272727272727,0.09090909090909091,0.22727272727272727,22,664,151,90,81,585,0.049013367281986,0.0674729471674093,0.0120942075111394,0.015913430935709738,0.09484404837683004,1571
2008-03-19,107,124,31,33,183,0.22384937238493724,0.2594142259414226,0.06485355648535565,0.06903765690376569,0.38284518828451886,478,25,16,12,8,31,0.2717391304347826,0.17391304347826086,0.13043478260869565,0.08695652173913043,0.33695652173913043,92,82,108,19,25,152,0.21243523316062177,0.27979274611398963,0.04922279792746114,0.06476683937823834,0.39378238341968913,386,691,154,97,84,591,0.42733457019171306,0.09523809523809523,0.05998763141620284,0.05194805194805195,0.3654916512059369,1617,8,2,5,2,5,0.36363636363636365,0.09090909090909091,0.22727272727272727,0.09090909090909091,0.22727272727272727,22,683,152,92,82,586,0.05141065830721003,0.0677115987460815,0.011912225705329153,0.01567398119122257,0.09529780564263322,1595
