date, util_total, util_vuln_total, util_non_vuln_total, non_util_total, non_util_vuln_total, non_util_non_vuln_total,     util_total_calls, util_vuln_total_calls, util_non_vuln_total_calls, non_util_total_calls, non_util_vuln_total_calls, non_util_non_vuln_total_calls,     util_total_callers, util_vuln_total_callers, util_non_vuln_total_callers, non_util_total_callers, non_util_vuln_total_callers, non_util_non_vuln_total_callers,     average_callers_util, average_calls_util, average_callers_util_vuln, average_calls_util_vuln, average_callers_util_non_vuln, average_calls_util_non_vuln,     average_callers_non_util, average_calls_non_util, average_callers_non_util_vuln, average_calls_non_util_vuln, average_callers_non_util_non_vuln, average_calls_non_util_non_vuln
2007-01-30, 220, 0, 220, 1367, 0, 1367, 126643, 0, 126643, 782064, 0, 782064, 249267, 0, 249267, 659440, 0, 659440, 1133.0318181818182, 575.65, 0, 0, 1133.0318181818182, 575.65, 482.3994147768837, 572.1024140453547, 0, 0, 482.3994147768837, 572.1024140453547
2007-03-01, 217, 0, 217, 1370, 0, 1370, 125205, 0, 125205, 789194, 0, 789194, 231621, 0, 231621, 682778, 0, 682778, 1067.3778801843318, 576.9815668202765, 0, 0, 1067.3778801843318, 576.9815668202765, 498.37810218978103, 576.0540145985401, 0, 0, 498.37810218978103, 576.0540145985401
2007-03-31, 217, 0, 217, 1370, 0, 1370, 126379, 0, 126379, 793829, 0, 793829, 232156, 0, 232156, 688052, 0, 688052, 1069.8433179723502, 582.3917050691244, 0, 0, 1069.8433179723502, 582.3917050691244, 502.2277372262774, 579.4372262773722, 0, 0, 502.2277372262774, 579.4372262773722
2007-04-30, 221, 0, 221, 1373, 0, 1373, 127706, 0, 127706, 808129, 0, 808129, 235310, 0, 235310, 700525, 0, 700525, 1064.7511312217196, 577.8552036199095, 0, 0, 1064.7511312217196, 577.8552036199095, 510.2148579752367, 588.5863073561544, 0, 0, 510.2148579752367, 588.5863073561544
2007-05-30, 220, 0, 220, 1378, 0, 1378, 127133, 0, 127133, 812152, 0, 812152, 235515, 0, 235515, 703770, 0, 703770, 1070.5227272727273, 577.8772727272727, 0, 0, 1070.5227272727273, 577.8772727272727, 510.71843251088535, 589.3701015965167, 0, 0, 510.71843251088535, 589.3701015965167
2007-06-29, 222, 0, 222, 1375, 0, 1375, 128845, 0, 128845, 810786, 0, 810786, 235872, 0, 235872, 703759, 0, 703759, 1062.4864864864865, 580.3828828828829, 0, 0, 1062.4864864864865, 580.3828828828829, 511.8247272727273, 589.6625454545455, 0, 0, 511.8247272727273, 589.6625454545455
2007-07-30, 221, 0, 221, 1376, 0, 1376, 127959, 0, 127959, 811497, 0, 811497, 235217, 0, 235217, 704239, 0, 704239, 1064.3303167420815, 579.0, 0, 0, 1064.3303167420815, 579.0, 511.8015988372093, 589.7507267441861, 0, 0, 511.8015988372093, 589.7507267441861
2007-08-30, 223, 0, 223, 1380, 0, 1380, 128643, 0, 128643, 817855, 0, 817855, 238387, 0, 238387, 708111, 0, 708111, 1069.0, 576.8744394618834, 0, 0, 1069.0, 576.8744394618834, 513.1239130434783, 592.6485507246376, 0, 0, 513.1239130434783, 592.6485507246376
2007-09-30, 221, 0, 221, 1377, 0, 1377, 127898, 0, 127898, 813347, 0, 813347, 235947, 0, 235947, 705298, 0, 705298, 1067.633484162896, 578.7239819004525, 0, 0, 1067.633484162896, 578.7239819004525, 512.1989832970226, 590.6659404502542, 0, 0, 512.1989832970226, 590.6659404502542
2007-10-31, 221, 0, 221, 1377, 0, 1377, 128114, 0, 128114, 813117, 0, 813117, 235911, 0, 235911, 705320, 0, 705320, 1067.4705882352941, 579.7013574660633, 0, 0, 1067.4705882352941, 579.7013574660633, 512.2149600580973, 590.4989106753812, 0, 0, 512.2149600580973, 590.4989106753812
2007-11-30, 222, 0, 222, 1378, 0, 1378, 129502, 0, 129502, 815010, 0, 815010, 237971, 0, 237971, 706541, 0, 706541, 1071.9414414414414, 583.3423423423424, 0, 0, 1071.9414414414414, 583.3423423423424, 512.7293178519593, 591.44412191582, 0, 0, 512.7293178519593, 591.44412191582
2007-12-30, 220, 0, 220, 1383, 0, 1383, 128654, 0, 128654, 817045, 0, 817045, 237836, 0, 237836, 707863, 0, 707863, 1081.0727272727272, 584.790909090909, 0, 0, 1081.0727272727272, 584.790909090909, 511.83152566883587, 590.7772957339118, 0, 0, 511.83152566883587, 590.7772957339118
2008-01-29, 221, 0, 221, 1384, 0, 1384, 129193, 0, 129193, 817755, 0, 817755, 238313, 0, 238313, 708635, 0, 708635, 1078.3393665158371, 584.5837104072398, 0, 0, 1078.3393665158371, 584.5837104072398, 512.0195086705203, 590.8634393063584, 0, 0, 512.0195086705203, 590.8634393063584
2008-03-07, 217, 0, 217, 1385, 0, 1385, 128412, 0, 128412, 819158, 0, 819158, 238454, 0, 238454, 709116, 0, 709116, 1098.8663594470047, 591.7603686635945, 0, 0, 1098.8663594470047, 591.7603686635945, 511.9971119133574, 591.4498194945849, 0, 0, 511.9971119133574, 591.4498194945849
2008-04-07, 217, 0, 217, 1384, 0, 1384, 128382, 0, 128382, 818864, 0, 818864, 238294, 0, 238294, 708952, 0, 708952, 1098.1290322580646, 591.6221198156682, 0, 0, 1098.1290322580646, 591.6221198156682, 512.2485549132948, 591.664739884393, 0, 0, 512.2485549132948, 591.664739884393
2008-05-07, 217, 0, 217, 1384, 0, 1384, 128413, 0, 128413, 818961, 0, 818961, 238346, 0, 238346, 709028, 0, 709028, 1098.36866359447, 591.7649769585254, 0, 0, 1098.36866359447, 591.7649769585254, 512.3034682080925, 591.7348265895954, 0, 0, 512.3034682080925, 591.7348265895954
2008-06-07, 217, 0, 217, 1385, 0, 1385, 128701, 0, 128701, 819849, 0, 819849, 238744, 0, 238744, 709806, 0, 709806, 1100.2027649769586, 593.0921658986175, 0, 0, 1100.2027649769586, 593.0921658986175, 512.4953068592058, 591.9487364620938, 0, 0, 512.4953068592058, 591.9487364620938
2008-07-09, 217, 0, 217, 1385, 0, 1385, 129002, 0, 129002, 820075, 0, 820075, 238978, 0, 238978, 710099, 0, 710099, 1101.2811059907833, 594.479262672811, 0, 0, 1101.2811059907833, 594.479262672811, 512.7068592057761, 592.1119133574007, 0, 0, 512.7068592057761, 592.1119133574007
2008-08-08, 217, 0, 217, 1386, 0, 1386, 129051, 0, 129051, 822094, 0, 822094, 239356, 0, 239356, 711789, 0, 711789, 1103.0230414746543, 594.705069124424, 0, 0, 1103.0230414746543, 594.705069124424, 513.556277056277, 593.1414141414141, 0, 0, 513.556277056277, 593.1414141414141
2008-09-07, 217, 0, 217, 1413, 0, 1413, 130429, 0, 130429, 840257, 0, 840257, 242599, 0, 242599, 728087, 0, 728087, 1117.967741935484, 601.0552995391705, 0, 0, 1117.967741935484, 601.0552995391705, 515.277423920736, 594.6617126680821, 0, 0, 515.277423920736, 594.6617126680821
2008-10-07, 215, 0, 215, 1431, 0, 1431, 129762, 0, 129762, 843629, 0, 843629, 241804, 0, 241804, 731587, 0, 731587, 1124.6697674418604, 603.5441860465116, 0, 0, 1124.6697674418604, 603.5441860465116, 511.2417889587701, 589.5380852550663, 0, 0, 511.2417889587701, 589.5380852550663
2008-11-06, 215, 0, 215, 1447, 0, 1447, 132430, 0, 132430, 858491, 0, 858491, 242431, 0, 242431, 748490, 0, 748490, 1127.586046511628, 615.953488372093, 0, 0, 1127.586046511628, 615.953488372093, 517.2702142363511, 593.2902557014513, 0, 0, 517.2702142363511, 593.2902557014513
2008-12-06, 216, 0, 216, 1451, 0, 1451, 132822, 0, 132822, 868258, 0, 868258, 241964, 0, 241964, 759116, 0, 759116, 1120.2037037037037, 614.9166666666666, 0, 0, 1120.2037037037037, 614.9166666666666, 523.1674707098553, 598.3859407305307, 0, 0, 523.1674707098553, 598.3859407305307
2009-01-05, 219, 0, 219, 1456, 0, 1456, 132701, 0, 132701, 874568, 0, 874568, 242136, 0, 242136, 765133, 0, 765133, 1105.6438356164383, 605.9406392694063, 0, 0, 1105.6438356164383, 605.9406392694063, 525.503434065934, 600.6648351648352, 0, 0, 525.503434065934, 600.6648351648352
2009-02-04, 220, 0, 220, 1465, 0, 1465, 132528, 0, 132528, 877910, 0, 877910, 242216, 0, 242216, 768222, 0, 768222, 1100.9818181818182, 602.4, 0, 0, 1100.9818181818182, 602.4, 524.3836177474403, 599.2559726962457, 0, 0, 524.3836177474403, 599.2559726962457
2009-03-06, 220, 0, 220, 1465, 0, 1465, 132503, 0, 132503, 878695, 0, 878695, 242367, 0, 242367, 768831, 0, 768831, 1101.668181818182, 602.2863636363636, 0, 0, 1101.668181818182, 602.2863636363636, 524.7993174061434, 599.7918088737201, 0, 0, 524.7993174061434, 599.7918088737201
2009-04-05, 222, 0, 222, 1526, 0, 1526, 144882, 0, 144882, 982186, 0, 982186, 251361, 0, 251361, 875707, 0, 875707, 1132.2567567567567, 652.6216216216217, 0, 0, 1132.2567567567567, 652.6216216216217, 573.8577981651376, 643.6343381389253, 0, 0, 573.8577981651376, 643.6343381389253
2009-05-06, 214, 0, 214, 1513, 0, 1513, 137248, 0, 137248, 920628, 0, 920628, 233692, 0, 233692, 824184, 0, 824184, 1092.018691588785, 641.3457943925233, 0, 0, 1092.018691588785, 641.3457943925233, 544.7349636483807, 608.4785194976868, 0, 0, 544.7349636483807, 608.4785194976868
2009-06-05, 214, 0, 214, 1507, 0, 1507, 136294, 0, 136294, 917385, 0, 917385, 231906, 0, 231906, 821773, 0, 821773, 1083.6728971962616, 636.8878504672897, 0, 0, 1083.6728971962616, 636.8878504672897, 545.3039150630392, 608.7491705374918, 0, 0, 545.3039150630392, 608.7491705374918
2009-07-05, 215, 0, 215, 1507, 0, 1507, 132488, 0, 132488, 918182, 0, 918182, 231014, 0, 231014, 819656, 0, 819656, 1074.4837209302325, 616.2232558139535, 0, 0, 1074.4837209302325, 616.2232558139535, 543.8991373589914, 609.2780358327803, 0, 0, 543.8991373589914, 609.2780358327803
2009-08-04, 213, 0, 213, 1524, 0, 1524, 129519, 0, 129519, 920994, 0, 920994, 220260, 0, 220260, 830253, 0, 830253, 1034.0845070422536, 608.0704225352113, 0, 0, 1034.0845070422536, 608.0704225352113, 544.7854330708661, 604.3267716535433, 0, 0, 544.7854330708661, 604.3267716535433
2009-09-03, 214, 0, 214, 1535, 0, 1535, 127106, 0, 127106, 915702, 0, 915702, 213858, 0, 213858, 828950, 0, 828950, 999.3364485981308, 593.9532710280374, 0, 0, 999.3364485981308, 593.9532710280374, 540.0325732899023, 596.5485342019545, 0, 0, 540.0325732899023, 596.5485342019545
2009-10-03, 214, 0, 214, 1558, 0, 1558, 127249, 0, 127249, 918334, 0, 918334, 213894, 0, 213894, 831689, 0, 831689, 999.5046728971963, 594.6214953271028, 0, 0, 999.5046728971963, 594.6214953271028, 533.8183568677792, 589.4313222079589, 0, 0, 533.8183568677792, 589.4313222079589
2009-11-02, 215, 0, 215, 1574, 0, 1574, 128249, 0, 128249, 928164, 0, 928164, 215729, 0, 215729, 840684, 0, 840684, 1003.3906976744186, 596.5069767441861, 0, 0, 1003.3906976744186, 596.5069767441861, 534.1067344345616, 589.6848792884371, 0, 0, 534.1067344345616, 589.6848792884371
2009-12-02, 237, 0, 237, 1662, 0, 1662, 161650, 0, 161650, 1204086, 0, 1204086, 246219, 0, 246219, 1119517, 0, 1119517, 1038.8987341772151, 682.0675105485232, 0, 0, 1038.8987341772151, 682.0675105485232, 673.5962695547533, 724.4801444043321, 0, 0, 673.5962695547533, 724.4801444043321
2010-01-01, 313, 0, 313, 1672, 6, 1666, 206082, 0, 206082, 1291314, 33021, 1258293, 318177, 0, 318177, 1179219, 4188, 1175031, 1016.5399361022364, 658.408945686901, 0, 0, 1016.5399361022364, 658.408945686901, 705.2745215311005, 772.316985645933, 698.0, 5503.5, 705.3007202881153, 755.2779111644658
2010-01-31, 308, 0, 308, 1655, 6, 1649, 192622, 0, 192622, 1204673, 32223, 1172450, 305879, 0, 305879, 1091416, 4096, 1087320, 993.1136363636364, 625.3961038961039, 0, 0, 993.1136363636364, 625.3961038961039, 659.4658610271904, 727.8990936555891, 682.6666666666666, 5370.5, 659.3814432989691, 711.0066707095209
2010-03-02, 308, 0, 308, 1661, 6, 1655, 193308, 0, 193308, 1218759, 33757, 1185002, 308606, 0, 308606, 1103461, 4131, 1099330, 1001.9675324675325, 627.6233766233767, 0, 0, 1001.9675324675325, 627.6233766233767, 664.3353401565322, 733.7501505117399, 688.5, 5626.166666666667, 664.2477341389728, 716.0132930513595
2010-04-02, 310, 0, 310, 1662, 7, 1655, 196064, 0, 196064, 1216095, 33970, 1182125, 309374, 0, 309374, 1102785, 4004, 1098781, 997.9806451612903, 632.4645161290323, 0, 0, 997.9806451612903, 632.4645161290323, 663.528880866426, 731.7057761732852, 572.0, 4852.857142857143, 663.9160120845921, 714.2749244712991
2010-05-02, 311, 0, 311, 1667, 11, 1656, 196674, 0, 196674, 1227339, 40647, 1186692, 309392, 0, 309392, 1114621, 5307, 1109314, 994.8295819935691, 632.3922829581993, 0, 0, 994.8295819935691, 632.3922829581993, 668.6388722255549, 736.256148770246, 482.45454545454544, 3695.181818181818, 669.8756038647343, 716.6014492753624
2010-06-01, 305, 0, 305, 1610, 11, 1599, 187498, 0, 187498, 1100740, 40589, 1060151, 291669, 0, 291669, 996569, 4390, 992179, 956.2918032786886, 614.7475409836065, 0, 0, 956.2918032786886, 614.7475409836065, 618.9869565217391, 683.6894409937888, 399.09090909090907, 3689.909090909091, 620.4996873045653, 663.0087554721702
2010-07-01, 305, 0, 305, 1611, 11, 1600, 188141, 0, 188141, 1099786, 40795, 1058991, 291407, 0, 291407, 996520, 4391, 992129, 955.432786885246, 616.855737704918, 0, 0, 955.432786885246, 616.855737704918, 618.5723153320919, 682.6728739913098, 399.1818181818182, 3708.6363636363635, 620.080625, 661.869375
2010-07-31, 306, 0, 306, 1610, 11, 1599, 191540, 0, 191540, 1128780, 40938, 1087842, 291274, 0, 291274, 1029046, 4364, 1024682, 951.875816993464, 625.9477124183006, 0, 0, 951.875816993464, 625.9477124183006, 639.1590062111801, 701.1055900621118, 396.72727272727275, 3721.6363636363635, 640.8267667292057, 680.3264540337711
2010-08-30, 310, 0, 310, 1615, 11, 1604, 191865, 0, 191865, 1130683, 41318, 1089365, 292741, 0, 292741, 1029807, 4369, 1025438, 944.325806451613, 618.9193548387096, 0, 0, 944.325806451613, 618.9193548387096, 637.6513931888545, 700.1133126934984, 397.1818181818182, 3756.181818181818, 639.3004987531172, 679.1552369077307
2010-09-29, 310, 0, 310, 1624, 11, 1613, 192870, 0, 192870, 1128137, 41240, 1086897, 293054, 0, 293054, 1027953, 4372, 1023581, 945.3354838709678, 622.1612903225806, 0, 0, 945.3354838709678, 622.1612903225806, 632.9759852216749, 694.6656403940887, 397.45454545454544, 3749.090909090909, 634.5821450712957, 673.8357098574086
2010-10-29, 311, 0, 311, 1623, 11, 1612, 189358, 0, 189358, 1120952, 41109, 1079843, 293734, 0, 293734, 1016576, 4477, 1012099, 944.4823151125402, 608.8681672025723, 0, 0, 944.4823151125402, 608.8681672025723, 626.3561306223044, 690.6666666666666, 407.0, 3737.181818181818, 627.8529776674937, 669.8777915632754
2010-11-28, 312, 0, 312, 1630, 11, 1619, 193383, 0, 193383, 1126805, 42771, 1084034, 296976, 0, 296976, 1023212, 4406, 1018806, 951.8461538461538, 619.8173076923077, 0, 0, 951.8461538461538, 619.8173076923077, 627.7374233128834, 691.2914110429448, 400.54545454545456, 3888.2727272727275, 629.2810376775788, 669.5701050030883
2010-12-29, 318, 0, 318, 1639, 11, 1628, 193222, 0, 193222, 1113971, 41487, 1072484, 293277, 0, 293277, 1013916, 4407, 1009509, 922.2547169811321, 607.6163522012579, 0, 0, 922.2547169811321, 607.6163522012579, 618.6186699206834, 679.6650396583283, 400.6363636363636, 3771.5454545454545, 620.0915233415234, 658.7739557739558
2011-01-28, 318, 0, 318, 1637, 11, 1626, 192626, 0, 192626, 1122404, 41896, 1080508, 296923, 0, 296923, 1018107, 4454, 1013653, 933.7201257861635, 605.7421383647799, 0, 0, 933.7201257861635, 605.7421383647799, 621.9346365302382, 685.6469150885766, 404.90909090909093, 3808.7272727272725, 623.4028290282903, 664.5190651906519
2011-02-27, 318, 0, 318, 1639, 11, 1628, 192851, 0, 192851, 1122949, 41924, 1081025, 296845, 0, 296845, 1018955, 4461, 1014494, 933.4748427672956, 606.4496855345911, 0, 0, 933.4748427672956, 606.4496855345911, 621.693105552166, 685.1427699816961, 405.54545454545456, 3811.2727272727275, 623.1535626535626, 664.0202702702703
2011-03-29, 319, 0, 319, 1639, 29, 1610, 192141, 0, 192141, 1123248, 102936, 1020312, 297897, 0, 297897, 1017492, 16356, 1001136, 933.846394984326, 602.3228840125391, 0, 0, 933.846394984326, 602.3228840125391, 620.8004881025015, 685.3251982916413, 564.0, 3549.5172413793102, 621.8236024844721, 633.7341614906833
2011-04-29, 319, 0, 319, 1640, 35, 1605, 192103, 0, 192103, 1127640, 107757, 1019883, 298036, 0, 298036, 1021707, 23137, 998570, 934.282131661442, 602.2037617554859, 0, 0, 934.282131661442, 602.2037617554859, 622.9920731707317, 687.5853658536586, 661.0571428571428, 3078.7714285714287, 622.1619937694704, 635.4411214953271
2011-05-31, 319, 0, 319, 1642, 35, 1607, 192202, 0, 192202, 1134886, 108147, 1026739, 299545, 0, 299545, 1027543, 23397, 1004146, 939.012539184953, 602.5141065830721, 0, 0, 939.012539184953, 602.5141065830721, 625.7874543239951, 691.1607795371498, 668.4857142857143, 3089.9142857142856, 624.8574984443062, 638.9166148102054
2011-06-30, 321, 0, 321, 1645, 38, 1607, 193313, 0, 193313, 1133434, 109198, 1024236, 300766, 0, 300766, 1025981, 25218, 1000763, 936.9657320872274, 602.2211838006231, 0, 0, 936.9657320872274, 602.2211838006231, 623.6966565349544, 689.0176291793313, 663.6315789473684, 2873.6315789473683, 622.7523335407592, 637.3590541381457
2011-07-30, 321, 0, 321, 1642, 38, 1604, 193418, 0, 193418, 1133189, 107982, 1025207, 300896, 0, 300896, 1025711, 24918, 1000793, 937.3707165109034, 602.5482866043614, 0, 0, 937.3707165109034, 602.5482866043614, 624.6717417783191, 690.1272838002436, 655.7368421052631, 2841.6315789473683, 623.9357855361596, 639.1564837905237
2011-08-29, 321, 0, 321, 1641, 38, 1603, 194450, 0, 194450, 1135084, 107882, 1027202, 301366, 0, 301366, 1028168, 24728, 1003440, 938.8348909657321, 605.7632398753894, 0, 0, 938.8348909657321, 605.7632398753894, 626.5496648385131, 691.702620353443, 650.7368421052631, 2839.0, 625.9762944479102, 640.7997504678727
2011-09-28, 321, 0, 321, 1640, 39, 1601, 194566, 0, 194566, 1135501, 109456, 1026045, 301523, 0, 301523, 1028544, 27980, 1000564, 939.3239875389409, 606.1246105919004, 0, 0, 939.3239875389409, 606.1246105919004, 627.1609756097561, 692.3786585365854, 717.4358974358975, 2806.5641025641025, 624.9618988132418, 640.8775765146784
2011-10-28, 319, 0, 319, 1639, 39, 1600, 193694, 0, 193694, 1126168, 108943, 1017225, 301512, 0, 301512, 1018350, 27675, 990675, 945.1786833855799, 607.1912225705329, 0, 0, 945.1786833855799, 607.1912225705329, 621.3239780353874, 687.1067724222087, 709.6153846153846, 2793.4102564102564, 619.171875, 635.765625
2011-11-28, 317, 0, 317, 1643, 39, 1604, 192309, 0, 192309, 1132633, 110128, 1022505, 300410, 0, 300410, 1024532, 27986, 996546, 947.6656151419559, 606.6529968454258, 0, 0, 947.6656151419559, 606.6529968454258, 623.5739500912964, 689.368837492392, 717.5897435897435, 2823.7948717948716, 621.2880299251871, 637.4719451371571
2011-12-28, 315, 0, 315, 1643, 39, 1604, 190653, 0, 190653, 1131340, 110374, 1020966, 298968, 0, 298968, 1023025, 27996, 995029, 949.1047619047619, 605.2476190476191, 0, 0, 949.1047619047619, 605.2476190476191, 622.6567255021303, 688.5818624467438, 717.8461538461538, 2830.102564102564, 620.3422693266833, 636.5124688279302
2012-01-27, 315, 0, 315, 1644, 39, 1605, 189671, 0, 189671, 1137976, 110671, 1027305, 289538, 0, 289538, 1038109, 27981, 1010128, 919.168253968254, 602.1301587301588, 0, 0, 919.168253968254, 602.1301587301588, 631.4531630170317, 692.1995133819952, 717.4615384615385, 2837.7179487179487, 629.3632398753894, 640.0654205607476
2012-02-26, 315, 0, 315, 1674, 39, 1635, 182011, 0, 182011, 1163028, 112673, 1050355, 286491, 0, 286491, 1058548, 28614, 1029934, 909.495238095238, 577.8126984126984, 0, 0, 909.495238095238, 577.8126984126984, 632.3464755077658, 694.7598566308244, 733.6923076923077, 2889.051282051282, 629.9290519877676, 642.4189602446484
2012-03-27, 333, 0, 333, 1690, 39, 1651, 192908, 0, 192908, 1193631, 114597, 1079034, 301062, 0, 301062, 1085477, 28951, 1056526, 904.0900900900901, 579.3033033033033, 0, 0, 904.0900900900901, 579.3033033033033, 642.2940828402367, 706.2905325443787, 742.3333333333334, 2938.3846153846152, 639.9309509388249, 653.5639006662628
2012-04-28, 334, 0, 334, 1693, 39, 1654, 194792, 0, 194792, 1204244, 115664, 1088580, 306824, 0, 306824, 1092212, 29076, 1063136, 918.6347305389221, 583.2095808383234, 0, 0, 918.6347305389221, 583.2095808383234, 645.1340815121087, 711.3077377436504, 745.5384615384615, 2965.74358974359, 642.7666263603386, 658.1499395405078
2012-05-28, 334, 0, 334, 1693, 39, 1654, 195076, 0, 195076, 1203654, 114559, 1089095, 307055, 0, 307055, 1091675, 29088, 1062587, 919.3263473053893, 584.0598802395209, 0, 0, 919.3263473053893, 584.0598802395209, 644.8168930891908, 710.9592439456586, 745.8461538461538, 2937.4102564102564, 642.4347037484885, 658.4613059250303
2012-06-27, 335, 0, 335, 1700, 39, 1661, 196077, 0, 196077, 1210378, 114987, 1095391, 308299, 0, 308299, 1098156, 28123, 1070033, 920.2955223880597, 585.3044776119403, 0, 0, 920.2955223880597, 585.3044776119403, 645.9741176470588, 711.9870588235294, 721.1025641025641, 2948.3846153846152, 644.2101143889223, 659.476821192053
2012-07-27, 335, 0, 335, 1700, 39, 1661, 195939, 0, 195939, 1209573, 116069, 1093504, 308247, 0, 308247, 1097265, 28385, 1068880, 920.1402985074627, 584.8925373134329, 0, 0, 920.1402985074627, 584.8925373134329, 645.45, 711.5135294117647, 727.8205128205128, 2976.128205128205, 643.5159542444311, 658.3407585791691
2012-08-26, 334, 0, 334, 1704, 39, 1665, 190384, 0, 190384, 1213966, 116056, 1097910, 306878, 0, 306878, 1097472, 28416, 1069056, 918.7964071856287, 570.0119760479042, 0, 0, 918.7964071856287, 570.0119760479042, 644.056338028169, 712.4213615023474, 728.6153846153846, 2975.7948717948716, 642.0756756756757, 659.4054054054054
2012-09-25, 337, 0, 337, 1706, 39, 1667, 189146, 0, 189146, 1224244, 118032, 1106212, 310863, 0, 310863, 1102527, 28642, 1073885, 922.4421364985163, 561.2640949554897, 0, 0, 922.4421364985163, 561.2640949554897, 646.2643610785464, 717.6107854630715, 734.4102564102565, 3026.4615384615386, 644.2021595680864, 663.5944811037792
2012-10-25, 330, 0, 330, 1734, 39, 1695, 156814, 0, 156814, 1175428, 114878, 1060550, 255511, 0, 255511, 1076731, 27852, 1048879, 774.2757575757576, 475.1939393939394, 0, 0, 774.2757575757576, 475.1939393939394, 620.9521337946943, 677.8708189158016, 714.1538461538462, 2945.5897435897436, 618.8076696165192, 625.693215339233
2012-11-24, 316, 0, 316, 1747, 39, 1708, 152772, 0, 152772, 1167550, 114085, 1053465, 246273, 0, 246273, 1074049, 27848, 1046201, 779.3449367088608, 483.45569620253167, 0, 0, 779.3449367088608, 483.45569620253167, 614.7962220950201, 668.317115054379, 714.0512820512821, 2925.25641025641, 612.5298594847775, 616.7827868852459
2012-12-24, 316, 0, 316, 1771, 39, 1732, 154431, 0, 154431, 1184378, 115025, 1069353, 252141, 0, 252141, 1086668, 27965, 1058703, 797.9145569620254, 488.70569620253167, 0, 0, 797.9145569620254, 488.70569620253167, 613.5900621118012, 668.7622811970638, 717.0512820512821, 2949.358974358974, 611.2603926096998, 617.4093533487298
