Snapshot_Date,Util_Lines,Util_Complexity,Util_Normalized,Non_Util_Lines,Non_Util_Complexity,Non_Util_Normalized,Util_Lines_No_Tests,Util_Complexity_No_Tests,Util_Normalized_No_Tests,Non_Util_Lines_No_Tests,Non_Util_Complexity_No_Tests,Non_Util_Normalized_No_Tests,Util_Lines_Vuln,Util_Complexity_Vuln,Util_Normalized_Vuln,Non_Util_Lines_Vuln,Non_Util_Complexity_Vuln,Non_Util_Normalized_Vuln,Util_Lines_No_Tests_Vuln,Util_Complexity_No_Tests_Vuln,Util_Normalized_No_Tests_Vuln,Non_Util_Lines_No_Tests_Vuln,Non_Util_Complexity_No_Tests_Vuln,Non_Util_Normalized_No_Tests_Vuln,Util_Lines_Non_Vuln,Util_Complexity_Non_Vuln,Util_Normalized_Non_Vuln,Non_Util_Lines_Non_Vuln,Non_Util_Complexity_Non_Vuln,Non_Util_Normalized_Non_Vuln,Util_Lines_No_Tests_Non_Vuln,Util_Complexity_No_Tests_Non_Vuln,Util_Normalized_No_Tests_Non_Vuln,Non_Util_Lines_No_Tests_Non_Vuln,Non_Util_Complexity_No_Tests_Non_Vuln,Non_Util_Normalized_No_Tests_Non_Vuln
2009-04-05,62490,6174,0.09879980796927508,379830,29266,0.07705025932654082,61045,5877,0.09627324105168318,368842,28281,0.07667510749860373,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,62490,6174,0.09879980796927508,379830,29266,0.07705025932654082,61045,5877,0.09627324105168318,368842,28281,0.07667510749860373
2009-05-06,60318,5959,0.09879306343048509,376055,28591,0.07602877238701786,58829,5662,0.09624504921042343,361483,27564,0.0762525485292531,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,60318,5959,0.09879306343048509,376055,28591,0.07602877238701786,58829,5662,0.09624504921042343,361483,27564,0.0762525485292531
2009-06-05,60041,5914,0.09849935877150613,375149,28561,0.07613241671975668,58552,5617,0.09593182128706107,360577,27534,0.07636094370966534,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,60041,5914,0.09849935877150613,375149,28561,0.07613241671975668,58552,5617,0.09593182128706107,360577,27534,0.07636094370966534
2009-07-05,59465,5848,0.09834356344067939,376585,28616,0.07598815672424553,57995,5551,0.09571514785757393,361162,27525,0.07621233684606908,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,59465,5848,0.09834356344067939,376585,28616,0.07598815672424553,57995,5551,0.09571514785757393,361162,27525,0.07621233684606908
2009-08-04,58473,5728,0.09795974210319293,381834,28863,0.07559043982463584,57003,5431,0.09527568724453099,366021,27751,0.07581805415536268,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,58473,5728,0.09795974210319293,381834,28863,0.07559043982463584,57003,5431,0.09527568724453099,366021,27751,0.07581805415536268
2009-09-03,57191,5635,0.09852948890559704,388604,28929,0.07444339224506182,55721,5338,0.0957987114373396,372625,27817,0.07465145924186514,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,57191,5635,0.09852948890559704,388604,28929,0.07444339224506182,55721,5338,0.0957987114373396,372625,27817,0.07465145924186514
2009-10-03,57065,5603,0.09818627880487164,390023,29032,0.07443663578814583,55699,5341,0.0958904109589041,373940,27917,0.07465636198320587,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,57065,5603,0.09818627880487164,390023,29032,0.07443663578814583,55699,5341,0.0958904109589041,373940,27917,0.07465636198320587
2009-11-02,57835,5633,0.09739776951672863,391757,29213,0.07456918446894376,55846,5363,0.096031944991584,375401,28090,0.07482665203342559,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,57835,5633,0.09739776951672863,391757,29213,0.07456918446894376,55846,5363,0.096031944991584,375401,28090,0.07482665203342559
2009-12-02,62755,5987,0.09540275675245001,430188,33261,0.07731735892214567,60359,5708,0.0945675044318163,410126,32104,0.07827838274091377,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,62755,5987,0.09540275675245001,430188,33261,0.07731735892214567,60359,5708,0.0945675044318163,410126,32104,0.07827838274091377
2010-01-01,72327,6394,0.08840405381116319,435907,33718,0.07735136164365335,69931,6115,0.08744333700361785,414451,32507,0.07843388000028954,0,0,0.0,6946,1079,0.15534120357040024,0,0,0.0,6946,1079,0.15534120357040024,72327,6394,0.08840405381116319,428961,32639,0.07608850221815036,69931,6115,0.08744333700361785,407505,31428,0.07712298008613391
2010-01-31,70102,6063,0.08648825996405238,426062,32879,0.07716951992902442,67780,5785,0.08534966066686338,402579,31602,0.0784988784809938,0,0,0.0,6922,1079,0.15587980352499278,0,0,0.0,6922,1079,0.15587980352499278,70102,6063,0.08648825996405238,419140,31800,0.07586963782984206,67780,5785,0.08534966066686338,395657,30523,0.07714510295533758
2010-03-02,70098,6078,0.08670718137464692,429838,33101,0.07700808211465715,67851,5802,0.08551089888137242,405590,31810,0.07842895534899776,0,0,0.0,7120,1100,0.1544943820224719,0,0,0.0,7120,1100,0.1544943820224719,70098,6078,0.08670718137464692,422718,32001,0.07570295090343918,67851,5802,0.08551089888137242,398470,30710,0.0770697919542249
2010-04-02,70645,6117,0.08658786892207516,430754,33229,0.07714147750224026,68398,5841,0.0853972338372467,405399,31897,0.07868050981872181,0,0,0.0,7313,1108,0.15151100779433885,0,0,0.0,7313,1108,0.15151100779433885,70645,6117,0.08658786892207516,423441,32121,0.07585708516652852,68398,5841,0.0853972338372467,398086,30789,0.07734258426571143
2010-05-02,70726,6127,0.08663009360065606,435504,33564,0.0770693265733495,68393,5850,0.08553506937844517,408430,32211,0.07886541145361506,0,0,0.0,10480,1387,0.1323473282442748,0,0,0.0,10480,1387,0.1323473282442748,70726,6127,0.08663009360065606,425024,32177,0.07570631305526276,68393,5850,0.08553506937844517,397950,30824,0.07745696695564769
2010-06-01,69733,6006,0.08612851877877045,416125,31659,0.07608050465605287,67348,5733,0.08512502227237631,388823,30175,0.07760600581755708,0,0,0.0,10532,1397,0.13264337257880746,0,0,0.0,10532,1397,0.13264337257880746,69733,6006,0.08612851877877045,405593,30262,0.07461174132689667,67348,5733,0.08512502227237631,378291,28778,0.07607371045042044
2010-07-01,69912,6056,0.08662318343059847,416510,31610,0.07589253559338312,67520,5783,0.08564869668246446,388545,30113,0.0775019624496519,0,0,0.0,10575,1405,0.13286052009456265,0,0,0.0,10575,1405,0.13286052009456265,69912,6056,0.08662318343059847,405935,30205,0.07440846440932662,67520,5783,0.08564869668246446,377970,28708,0.07595311797232585
2010-07-31,69977,6087,0.08698572388070366,415229,31724,0.07640121475137815,67585,5814,0.08602500554856847,385841,30191,0.07824725728991994,0,0,0.0,10578,1407,0.13301191151446398,0,0,0.0,10578,1407,0.13301191151446398,69977,6087,0.08698572388070366,404651,30317,0.07492135197985425,67585,5814,0.08602500554856847,375263,28784,0.0767035385849391
2010-08-30,70592,6249,0.08852277878513146,417042,31780,0.07620335601689998,68205,5976,0.08761820980866505,386898,30211,0.07808518007330097,0,0,0.0,10617,1410,0.13280587736648772,0,0,0.0,10617,1410,0.13280587736648772,70592,6249,0.08852277878513146,406425,30370,0.07472473396075537,68205,5976,0.08761820980866505,376281,28801,0.07654120192090486
2010-09-29,70357,6280,0.08925906448541013,418790,31683,0.07565366890326894,67969,6007,0.08837852550427401,388280,30096,0.07751107448233234,0,0,0.0,10594,1411,0.1331885973192373,0,0,0.0,10594,1411,0.1331885973192373,70357,6280,0.08925906448541013,408196,30272,0.074160452331723,67969,6007,0.08837852550427401,377686,28685,0.07594933357339165
2010-10-29,70775,6333,0.08948074885199576,421810,31852,0.07551267158199189,68145,6058,0.0888986719495194,389744,30244,0.07759965515825773,0,0,0.0,10637,1419,0.13340227507755947,0,0,0.0,10637,1419,0.13340227507755947,70775,6333,0.08948074885199576,411173,30433,0.0740150739469761,68145,6058,0.0888986719495194,379107,28825,0.07603394292376559
2010-11-28,71249,6394,0.08974161040856714,425043,31924,0.07510769498615434,68479,6119,0.08935586092086625,391955,30261,0.07720529142376038,0,0,0.0,10599,1393,0.13142749315973204,0,0,0.0,10599,1393,0.13142749315973204,71249,6394,0.08974161040856714,414444,30531,0.07366737122506298,68479,6119,0.08935586092086625,381356,28868,0.07569829765363598
2010-12-29,72347,6464,0.089347174036242,426167,31876,0.0747969692632231,69280,6194,0.08940531177829099,392538,30192,0.07691484646072483,0,0,0.0,10485,1377,0.1313304721030043,0,0,0.0,10485,1377,0.1313304721030043,72347,6464,0.089347174036242,415682,30499,0.07337099032433447,69280,6194,0.08940531177829099,382053,28815,0.07542147293700088
2011-01-28,72401,6459,0.08921147497962735,428247,32095,0.07494506674886223,69208,6188,0.08941162871344353,393634,30381,0.07718083295650274,0,0,0.0,10571,1387,0.13120802194683567,0,0,0.0,10571,1387,0.13120802194683567,72401,6459,0.08921147497962735,417676,30708,0.07352110248134917,69208,6188,0.08941162871344353,383063,28994,0.07568989957265515
2011-02-27,73049,6509,0.08910457364234965,428589,32046,0.07477093439168994,69383,6219,0.08963290719628728,394041,30346,0.0770122905992016,0,0,0.0,10563,1389,0.13149673388241978,0,0,0.0,10563,1389,0.13149673388241978,73049,6509,0.08910457364234965,418026,30657,0.07333754359776665,69383,6219,0.08963290719628728,383478,28957,0.07551150261553466
2011-03-29,73431,6571,0.0894853672154812,431000,32174,0.07464965197215777,69415,6257,0.09013901894403227,395260,30413,0.07694428983453928,0,0,0.0,31796,3712,0.11674424455906403,0,0,0.0,31443,3702,0.11773685717011735,73431,6571,0.0894853672154812,399204,28462,0.07129688079277763,69415,6257,0.09013901894403227,363817,26711,0.07341877922142176
2011-04-29,73347,6564,0.08949241277761871,433800,32302,0.07446288612263716,69331,6250,0.09014726457140385,396907,30499,0.07684167827727906,0,0,0.0,38629,3998,0.10349737244039452,0,0,0.0,37552,3956,0.10534725181082233,73347,6564,0.08949241277761871,395171,28304,0.07162468905866068,69331,6250,0.09014726457140385,359355,26543,0.07386289323927593
2011-05-31,73330,6562,0.08948588572207827,439223,32529,0.07406032926326718,69311,6247,0.09012999379607854,402168,30726,0.07640090708360685,0,0,0.0,39004,4010,0.10280996820838888,0,0,0.0,37927,3968,0.10462203707121576,73330,6562,0.08948588572207827,400219,28519,0.07125848597892653,69311,6247,0.09012999379607854,364241,26758,0.07346235047674479
2011-06-30,73664,6613,0.08977248045178106,440364,32526,0.07386162356595907,69536,6269,0.09015473999079614,402434,30652,0.07616652668512104,0,0,0.0,39933,3925,0.09828963513885759,0,0,0.0,38710,3877,0.1001549987083441,73664,6613,0.08977248045178106,400431,28601,0.07142553898174717,69536,6269,0.09015473999079614,363724,26775,0.07361350914429622
2011-07-30,73960,6631,0.08965657111952406,442673,32624,0.07369774077027512,69598,6291,0.0903905284634616,403013,30705,0.0761886093004444,0,0,0.0,40364,3865,0.09575364185908235,0,0,0.0,39065,3813,0.09760655318059644,73960,6631,0.08965657111952406,402309,28759,0.07148485368211996,69598,6291,0.0903905284634616,363948,26892,0.07388967654719905
2011-08-29,74092,6640,0.08961831236840685,439457,32640,0.07427347840630596,69730,6300,0.09034848702136813,399553,30715,0.0768734060312399,0,0,0.0,36697,3849,0.10488595798021637,0,0,0.0,35398,3797,0.10726594722865698,74092,6640,0.08961831236840685,402760,28791,0.07148425861555269,69730,6300,0.09034848702136813,364155,26918,0.07391907292224464
2011-09-28,74162,6643,0.08957417545373642,439887,32639,0.07419860100434884,69800,6303,0.09030085959885387,399453,30689,0.07682756169061192,0,0,0.0,37312,3922,0.10511363636363637,0,0,0.0,36013,3870,0.107461194568628,74162,6643,0.08957417545373642,402575,28717,0.07133329193318015,69800,6303,0.09030085959885387,363440,26819,0.0737920977327757
2011-10-28,74432,6631,0.08908802665520206,438130,32653,0.07452810809577066,69659,6266,0.08995248280911297,397406,30679,0.07719812987222135,0,0,0.0,37227,3915,0.1051656056088323,0,0,0.0,35935,3863,0.10749965214971477,74432,6631,0.08908802665520206,400903,28738,0.07168317523191395,69659,6266,0.08995248280911297,361471,26816,0.07418575764030863
2011-11-28,73564,6434,0.08746125822413137,440884,32793,0.07438010905362862,69267,6237,0.09004287756074321,399759,30807,0.07706393101843861,0,0,0.0,37317,3917,0.1049655652919581,0,0,0.0,36025,3865,0.10728660652324774,73564,6434,0.08746125822413137,403567,28876,0.07155193561416072,69267,6237,0.09004287756074321,363734,26942,0.07407061204066707
2011-12-28,72964,6424,0.08804341867222192,442345,32895,0.07436503181905527,68667,6227,0.09068402580569997,400284,30879,0.07714272866264951,0,0,0.0,37466,3924,0.10473495969679175,0,0,0.0,36174,3872,0.10703820423508598,72964,6424,0.08804341867222192,404879,28971,0.07155471140760573,68667,6227,0.09068402580569997,364110,27007,0.07417264013622257
2012-01-27,72336,6331,0.0875221190002212,443918,33226,0.0748471564568231,68053,6134,0.09013562958282514,400592,31172,0.0778148340456125,0,0,0.0,37431,3904,0.1042985760465924,0,0,0.0,36139,3852,0.1065884501508066,72336,6331,0.0875221190002212,406487,29322,0.07213514823352285,68053,6134,0.09013562958282514,364453,27320,0.07496165486359009
2012-02-26,70905,6061,0.08548057259713701,449041,33819,0.07531383548495571,66561,5864,0.08809963792611289,405284,31748,0.07833519211219786,0,0,0.0,37824,3962,0.10474830795262267,0,0,0.0,36530,3910,0.10703531344100739,70905,6061,0.08548057259713701,411217,29857,0.07260643407252132,66561,5864,0.08809963792611289,368754,27838,0.0754920624589835
2012-03-27,73682,6329,0.08589614831302082,455418,34418,0.07557452713770646,69022,6121,0.0886818695488395,410219,32291,0.07871649045997382,0,0,0.0,37905,3987,0.10518401266323704,0,0,0.0,36609,3935,0.10748722991614083,73682,6329,0.08589614831302082,417513,30431,0.07288635323930033,69022,6121,0.0886818695488395,373610,28356,0.07589732608870212
2012-04-28,73979,6358,0.08594330823612106,456471,34544,0.07567622039516202,69319,6150,0.08872026428540515,411000,32411,0.07885888077858881,0,0,0.0,37922,3996,0.10537418912504615,0,0,0.0,36626,3944,0.10768306667394748,73979,6358,0.08594330823612106,418549,30548,0.07298548079197417,69319,6150,0.08872026428540515,374374,28467,0.07603893432770438
2012-05-28,74067,6360,0.08586820041313946,456962,34568,0.07564742801370793,69407,6152,0.08863659285086518,411314,32435,0.07885702893653024,0,0,0.0,37918,3991,0.10525344163721716,0,0,0.0,36622,3939,0.10755829829064496,74067,6360,0.08586820041313946,419044,30577,0.07296847109134125,69407,6152,0.08863659285086518,374692,28496,0.07605179720944136
2012-06-27,74619,6394,0.08568863158176872,459949,34770,0.07559533774396726,69619,6166,0.08856777603815051,413080,32593,0.07890239178851555,0,0,0.0,37978,4022,0.10590341776818157,0,0,0.0,36682,3970,0.10822746851316722,74619,6394,0.08568863158176872,421971,30748,0.07286756672851925,69619,6166,0.08856777603815051,376398,28623,0.0760445060813288
2012-07-27,74597,6415,0.08599541536522916,461315,34944,0.07574867498347117,69597,6187,0.08889750995014153,413285,32697,0.07911489649999395,0,0,0.0,38346,4116,0.10733844468784227,0,0,0.0,37052,4064,0.10968368779013278,74597,6415,0.08599541536522916,422969,30828,0.07288477406145603,69597,6187,0.08889750995014153,376233,28633,0.07610443528345467
