2025-03-04 00:00:00,10,213,206, 2928,0.06642835865355973,5,127,182, 1788,0.06279733587059944
2025-02-02 00:00:00,10,213,206, 2927,0.0664481525625745,5,127,182, 1787,0.06282722513089005
2024-12-30 00:00:00,10,213,206, 2925,0.06648777579010137,5,127,182, 1787,0.06282722513089005
2024-11-29 00:00:00,10,213,206, 2925,0.06648777579010137,5,127,182, 1787,0.06282722513089005
2024-10-30 00:00:00,11,241,211, 3448,0.06443364868320123,6,152,185, 2232,0.06135922330097087
2024-09-30 00:00:00,11,239,211, 3417,0.06446621970087674,6,150,185, 2201,0.06136900078678206
2024-08-26 00:00:00,11,239,211, 3417,0.06446621970087674,6,150,185, 2201,0.06136900078678206
2024-07-21 00:00:00,11,219,211, 2961,0.06760728982951206,6,132,185, 1819,0.06442577030812324
2024-06-21 00:00:00,11,239,211, 3416,0.06448284756254836,6,150,185, 2201,0.06136900078678206
2024-05-20 00:00:00,11,238,211, 3416,0.06424148606811146,6,149,185, 2201,0.06099960645415191
2024-04-18 00:00:00,11,238,211, 3407,0.0643910007757952,6,149,185, 2200,0.0610236220472441
2024-03-14 00:00:00,11,237,211, 3395,0.06434872859366891,6,148,185, 2188,0.060941828254847646
2024-02-13 00:00:00,11,237,211, 3395,0.06434872859366891,6,148,185, 2188,0.060941828254847646
2024-01-14 00:00:00,11,237,211, 3385,0.06451612903225806,6,148,185, 2182,0.061086870289567635
2023-12-12 00:00:00,11,236,211, 3376,0.06442357850808555,6,147,185, 2176,0.060859188544152745
2023-11-12 00:00:00,11,235,211, 3366,0.06434737117447031,6,146,185, 2175,0.06050955414012739
2023-10-11 00:00:00,11,236,211, 3362,0.06465968586387434,6,147,185, 2172,0.06095617529880478
2023-09-11 00:00:00,11,236,211, 3359,0.06471050563269583,6,147,185, 2170,0.061004784688995214
2023-08-11 00:00:00,11,236,211, 3350,0.06486344537815127,6,147,185, 2167,0.06107784431137724
2023-07-05 00:00:00,11,211,211, 2894,0.06672678088367899,6,129,185, 1855,0.06206896551724138
2023-06-04 00:00:00,11,211,211, 2894,0.06672678088367899,6,129,185, 1855,0.06206896551724138
2023-05-05 00:00:00,11,211,211, 2891,0.06678700361010831,6,129,185, 1854,0.06209751609935603
2023-03-21 00:00:00,11,211,211, 2890,0.06680710201625037,6,129,185, 1853,0.0621260929590428
2023-02-18 00:00:00,11,212,211, 2901,0.06686656671664168,6,130,185, 1865,0.06221408966148216
2023-01-16 00:00:00,11,212,211, 2885,0.06718891232298885,6,130,185, 1854,0.0625287356321839
2022-12-13 00:00:00,11,212,211, 2885,0.06718891232298885,6,130,185, 1854,0.0625287356321839
2022-11-13 00:00:00,11,212,211, 2879,0.06731059462722608,6,130,185, 1848,0.06270170585523283
